Netid State  Recv-Q Send-Q                                         Local Address:Port          Peer Address:Port  Process                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str LISTEN 0      4096              /run/systemd/userdb/io.systemd.DynamicUser 4278                     * 0      users:(("systemd",pid=1,fd=22))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                  /run/user/1000/at-spi/bus 17971                    * 17970  users:(("dbus-daemon",pid=2078,fd=17))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                                          * 17825                    * 17826  users:(("ibus-engine-sim",pid=2506,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                         /run/user/1000/bus 16306                    * 16739  users:(("dbus-daemon",pid=1849,fd=29))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                /run/systemd/journal/stdout 15059                    * 14225  users:(("systemd-journal",pid=250,fd=36),("systemd",pid=1,fd=128))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str LISTEN 0      4096                      /run/systemd/io.systemd.ManagedOOM 4279                     * 0      users:(("systemd",pid=1,fd=23))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                          * 17337                    * 18187  users:(("gsd-color",pid=2186,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_str ESTAB  0      0                                                          * 17716                    * 17717  users:(("goa-daemon",pid=2324,fd=12))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                          * 16966                    * 17470  users:(("gsd-color",pid=2186,fd=2),("gsd-color",pid=2186,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                          * 16334                    * 16335  users:(("gsd-housekeepin",pid=2188,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                          * 9120                     * 9121   users:(("php-fpm8.3",pid=1154,fd=6))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_str ESTAB  0      1536                             /run/dbus/system_bus_socket 16385                    * 15539  users:(("dbus-daemon",pid=685,fd=67))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                          * 34398                    * 35286  users:(("snapd-desktop-i",pid=6052,fd=2),("snapd-desktop-i",pid=6052,fd=1),("snapd-desktop-i",pid=5891,fd=2),("snapd-desktop-i",pid=5891,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                          * 24019                    * 24018  users:(("Web Content",pid=3668,fd=16))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                  /run/user/1000/pipewire-0 17904                    * 17903  users:(("pipewire",pid=1835,fd=43))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                /run/systemd/journal/stdout 18237                    * 18236  users:(("systemd-journal",pid=250,fd=50),("systemd",pid=1,fd=218))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                         /run/user/1000/bus 15994                    * 15993  users:(("dbus-daemon",pid=1849,fd=20))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_dgr UNCONN 0      0                                /run/systemd/journal/syslog 4293                     * 0      users:(("rsyslogd",pid=811,fd=3),("systemd",pid=1,fd=400))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
u_str ESTAB  0      0                                                          * 23312                    * 24401  users:(("fwupd",pid=3990,fd=2),("fwupd",pid=3990,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
u_str ESTAB  0      0                                                          * 18291                    * 18292  users:(("xdg-desktop-por",pid=2712,fd=2),("xdg-desktop-por",pid=2712,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
u_str ESTAB  112    0                                                          * 15527                    * 15360  users:(("wireplumber",pid=1842,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str LISTEN 0      4096                              /run/systemd/fsck.progress 4294                     * 0      users:(("systemd",pid=1,fd=265))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
u_str ESTAB  0      0                                /run/dbus/system_bus_socket 17717                    * 17716  users:(("dbus-daemon",pid=685,fd=77))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                /run/systemd/journal/stdout 17470                    * 16966  users:(("systemd-journal",pid=250,fd=110),("systemd",pid=1,fd=176))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                /run/systemd/journal/stdout 16332                    * 16331  users:(("systemd-journal",pid=250,fd=108),("systemd",pid=1,fd=164))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                /run/dbus/system_bus_socket 9093                     * 9092   users:(("dbus-daemon",pid=685,fd=28))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                          * 18477                    * 18478  users:(("xdg-desktop-por",pid=2712,fd=3))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                          * 18450                    * 18451  users:(("xdg-desktop-por",pid=2678,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
u_str ESTAB  0      0                                                          * 17907                    * 17908  users:(("gsd-wacom",pid=2206,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_str ESTAB  0      0                                                          * 15991                    * 15992  users:(("gnome-session-b",pid=2032,fd=9))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_dgr ESTAB  0      0                               /run/systemd/journal/dev-log 4296                     * 0      users:(("systemd-journal",pid=250,fd=5),("systemd",pid=1,fd=276))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                          * 17903                    * 17904  users:(("pipewire-pulse",pid=1843,fd=24))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_dgr ESTAB  0      0                                /run/systemd/journal/socket 4298                     * 0      users:(("systemd-journal",pid=250,fd=3),("systemd",pid=1,fd=282))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                          * 18311                    * 18312  users:(("xdg-desktop-por",pid=2658,fd=20))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
u_str ESTAB  136    0                                                          * 17333                    * 17336  users:(("gsd-color",pid=2186,fd=10))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_str ESTAB  0      0                                                          * 16316                    * 16748  users:(("gnome-shell",pid=2065,fd=53))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                                          * 9934                     * 9935   users:(("VBoxService",pid=984,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_str LISTEN 0      4096                             /run/systemd/journal/stdout 4300                     * 0      users:(("systemd-journal",pid=250,fd=4),("systemd",pid=1,fd=285))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                /run/dbus/system_bus_socket 17744                    * 17743  users:(("dbus-daemon",pid=685,fd=78))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                /run/systemd/journal/stdout 17492                    * 16989  users:(("systemd-journal",pid=250,fd=121),("systemd",pid=1,fd=182))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_dgr ESTAB  0      0                                                          * 15999                    * 4296   users:(("gnome-keyring-d",pid=1844,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
u_str ESTAB  0      0                                         /run/user/1000/bus 15510                    * 15509  users:(("dbus-daemon",pid=1849,fd=12))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                                          * 18204                    * 18205  users:(("xdg-desktop-por",pid=2658,fd=2),("xdg-desktop-por",pid=2658,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
u_str ESTAB  0      0                                                          * 17970                    * 17971  users:(("gsd-power",pid=2191,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_str ESTAB  0      0                       /home/mark/.cache/ibus/dbus-uaXATr91 17161                    * 17804  users:(("ibus-daemon",pid=2182,fd=13))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                                          * 16739                    * 16306  users:(("evolution-sourc",pid=2169,fd=6))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                          * 14225                    * 15059  users:(("gdm-session-wor",pid=1806,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str LISTEN 0      4096                  /run/systemd/oom/io.systemd.ManagedOOM 4302                     * 0      users:(("systemd-oomd",pid=415,fd=3),("systemd",pid=1,fd=96))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
u_seq LISTEN 0      4096                                       /run/udev/control 4304                     * 0      users:(("(udev-worker",pid=134780,fd=3),("systemd-udevd",pid=322,fd=3),("systemd",pid=1,fd=418))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
u_str ESTAB  0      0                                                          * 37665                    * 37666  users:(("gnome-shell",pid=2065,fd=112))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
u_str ESTAB  0      0                                                          * 17706                    * 17707  users:(("goa-identity-se",pid=2427,fd=2))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                          * 16956                    * 17463  users:(("gsd-screensaver",pid=2195,fd=2),("gsd-screensaver",pid=2195,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
